_id,id,id_field,type,street,pavement,route_ahead,route_back,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1252,1524865127,1864,Crosswalk - Continental,S NEGLEY AVE,12259,FIFTH AVE,KENTUCKY AVE,Shadyside,8,7,42003070600,2,7,4,2-17,40.44991118,-79.92968785
1253,107516108,1865,Crosswalk - Continental,S NEGLEY AVE,6715,N DUNMOYLE PL,FIFTH AVE,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.4497632,-79.92961006
1254,607692171,1866,Crosswalk - Two Lined,S NEGLEY AVE,12259,FIFTH AVE,KENTUCKY AVE,Shadyside,8,7,42003070600,2,7,4,3-11,40.4504837,-79.93002982
1255,1568659108,1867,Crosswalk - Two Lined,S NEGLEY AVE,8195,HOWE ST,WALNUT ST,Shadyside,8,7,42003070600,2,7,4,3-11,40.45201857,-79.93093239
1256,720247171,1868,Crosswalk - Two Lined,S NEGLEY AVE,6214,WALNUT ST,ELWOOD ST,Shadyside,8,7,42003070500,2,7,4,3-11,40.45213082,-79.93101018
1257,1616656568,1869,Crosswalk - Continental,S NEGLEY AVE,10175,ELMER ST,ELLSWORTH AVE,Shadyside,8,7,42003070300,2,7,4,3-11,40.45347381,-79.93181349
1258,207290277,187,Crosswalk - Continental,BAUM BLVD,16553,LIBERTY AVE,POWHATTAN ST,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45659713,-79.93979091
1259,406045366,1870,Crosswalk - Two Lined,S NEGLEY AVE,10175,ELMER ST,ELLSWORTH AVE,Shadyside,8,7,42003070500,2,7,4,3-11,40.45469736,-79.93253101
1260,128900137,1871,Crosswalk - Two Lined,S NEGLEY AVE,13442,ELLSWORTH AVE,CENTRE AVE,Shadyside,8,7,42003070500,2,7,4,3-11,40.45480859,-79.93259538
1261,1414751639,1872,Crosswalk - Two Lined,S NEGLEY AVE,13442,ELLSWORTH AVE,CENTRE AVE,Shadyside,8,7,42003070900,2,7,4,3-11,40.45662093,-79.933679
1262,933041856,1873,Crosswalk - Two Lined,S NEGLEY AVE,13442,ELLSWORTH AVE,CENTRE AVE,Shadyside,8,7,42003070900,2,7,4,3-11,40.45647132,-79.93358887
1263,1139595560,1874,Crosswalk - Two Lined,S NEGLEY AVE,13442,ELLSWORTH AVE,CENTRE AVE,Shadyside,8,7,42003070900,2,7,4,3-11,40.45651044,-79.93369705
1264,1996706599,1875,Crosswalk - Two Lined,IVY ST,9113,ELMER ST,ELLSWORTH AVE,Shadyside,8,7,42003070300,2,7,4,3-22,40.45421848,-79.93352405
1265,696145332,1876,Crosswalk - Two Lined,IVY ST,18833,WALNUT ST,ELMER ST,Shadyside,8,7,42003070300,2,7,4,3-22,40.45175092,-79.93221379
1266,269824453,1877,Crosswalk - Two Lined,IVY ST,8123,COMET WAY,WALNUT ST,Shadyside,8,7,42003070300,2,7,4,3-22,40.45163253,-79.93215478
1267,774071629,1878,Crosswalk - Two Lined,KENTUCKY AVE,15915,IVY ST,BELLEFONTE ST,Shadyside,8,7,42003070300,2,7,4,3-22,40.45010276,-79.93139973
1268,751200465,1879,Crosswalk - Two Lined,KENTUCKY AVE,9994,S NEGLEY AVE,IVY ST,Shadyside,8,7,42003070300,2,7,4,3-22,40.45014592,-79.93127731
1269,1102144358,188,Crosswalk - Two Lined,S AIKEN AVE,11376,BAUM BLVD,HARRIET ST,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45704102,-79.93849272
1270,2002995950,1880,Crosswalk - Two Lined,KENTUCKY AVE,9994,S NEGLEY AVE,IVY ST,Shadyside,8,7,42003070300,2,7,4,3-11,40.45050719,-79.93013468
1271,2050848447,1881,Crosswalk - Two Lined,KENTUCKY AVE,13713,FRED WAY,S NEGLEY AVE,Shadyside,8,7,42003070600,2,7,4,3-11,40.4505572,-79.92999387
1272,82129919,1882,Crosswalk - Two Lined,HOWE ST,5714,COLLEGE AVE,MARYLAND AVE,Shadyside,8,7,42003070600,2,7,4,3-11,40.45191041,-79.92823165
1273,1956368942,1883,Crosswalk - Two Lined,HOWE ST,3,MARYLAND AVE,OSTERBURG WAY,Shadyside,8,7,42003070600,2,7,4,3-11,40.45187061,-79.92836576
1274,1590803438,1884,Crosswalk - Two Lined,SUMMERLEA ST,4420,ALDER WAY,ELLSWORTH AVE,Shadyside,8,7,42003070500,2,7,4,3-11,40.45513924,-79.93171585
1275,1419458969,1885,Crosswalk - Two Lined,SUMMERLEA ST,14632,ELLSWORTH AVE,DEAD END,Shadyside,8,7,42003070500,2,7,4,3-11,40.45527293,-79.93180033
1276,1365997797,1886,Crosswalk - Two Lined,PENN AVE,17584,BAKERY SQUARE BLVD,EAST LIBERTY BLVD,Larimer,9,7,42003120800,2,7,5,3-13,40.45618726,-79.91552067
1277,919148377,1887,Crosswalk - Two Lined,PENN AVE,19898,FIFTH AVE,BAKERY SQUARE BLVD,Larimer,9,7,42003120800,2,7,5,3-13,40.45604537,-79.91532382
1278,1750027946,1888,Crosswalk - Continental,PENN AVE,19898,FIFTH AVE,BAKERY SQUARE BLVD,Shadyside,8,7,42003070800,2,7,4,2-17,40.4541718,-79.91264162
1279,597348503,1889,Crosswalk - Continental,PENN AVE,179421,FIFTH AVE,FIFTH AVE,Point Breeze,8,14,42003140400,3,14,4,3-14,40.45397383,-79.91233048
1280,2002888973,189,Crosswalk - Two Lined,BAUM BLVD,8753,VINTAGE WAY,S AIKEN AVE,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45697775,-79.93840958
1281,1978832997,1890,Crosswalk - Continental,PENN AVE,11368,LINDEN AVE,POINT BREEZE PL,Point Breeze North,9,14,42003140400,3,14,4,3-14,40.45269209,-79.91045159
1282,1375073725,1891,Crosswalk - Continental,PENN AVE,15089,N DALLAS AVE,N LINDEN AVE,Point Breeze North,9,14,42003140400,3,14,4,3-14,40.45260016,-79.91030385
1283,1915887518,1892,Crosswalk - Continental,PENN AVE,15089,N DALLAS AVE,N LINDEN AVE,Point Breeze North,8,14,42003140400,3,14,4,3-14,40.45152148,-79.90826269
1284,1087554999,1893,Crosswalk - Continental,PENN AVE,15140,S MURTLAND ST,N DALLAS AVE,Point Breeze,8,14,42003140600,3,14,4,3-14,40.4514531,-79.90809639
1285,1297116445,1894,Crosswalk - Continental,PENN AVE,704,N LANG AVE,N MURTLAND ST,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.45004069,-79.90384241
1286,1664170062,1895,Crosswalk - Continental,PENN AVE,2140,OSAGE LN,N LANG AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44997652,-79.90369932
1287,1276078540,1896,Crosswalk - Continental,PENN AVE,15779,N HOMEWOOD AVE,OSAGE LN,Point Breeze North,9,14,42003140600,3,14,4,3-14,40.44920907,-79.90138055
1288,1174324242,1897,Crosswalk - Continental,PENN AVE,5335,N LEXINGTON AVE,N HOMEWOOD AVE,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.4491662,-79.9012451
1289,753826211,1898,Crosswalk - Continental,PENN AVE,12311,PENFIELD CT,CARNEGIE PL,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.44816196,-79.89816995
1290,969982603,1899,Crosswalk - Continental,PENN AVE,11431,N BRADDOCK AVE,S RICHLAND LN,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.44720058,-79.8952678
1291,2095902599,19,Crosswalk - Ladder,PENN AVE,14370,14TH ST,13TH ST,Strip District,7,2,42003020300,6,2,2,2-3,40.44656448,-79.99110546
1292,1518941242,190,Crosswalk - Two Lined,S AIKEN AVE,900,LIBERTY AVE,BAUM BLVD,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45685734,-79.93853833
1293,1315926253,1900,Crosswalk - Continental,PENN AVE,3054,EAST END AVE,N BRADDOCK AVE,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.44712812,-79.89505858
1294,687940911,1901,Crosswalk - Continental,FIFTH AVE,12718,JUNE WAY,PENN AVE,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45409837,-79.91228373
1295,220445780,1902,Crosswalk - Continental,FIFTH AVE,2969,MCPHERSON BLVD,THOMAS ST,Point Breeze North,9,14,42003120800,2,14,5,3-14,40.45566275,-79.91065027
1296,996452088,1903,Crosswalk - Continental,FIFTH AVE,14555,SIMONTON ST,MCPHERSON BLVD,Larimer,9,12,42003120800,2,12,5,3-14,40.45581173,-79.91060735
1297,803880374,1904,Crosswalk - Continental,FIFTH AVE,18957,HAMILTON AVE,SIMONTON ST,Larimer,9,12,42003120700,2,12,5,3-17,40.4571975,-79.90913214
1298,1781889792,1905,Crosswalk - Continental,FIFTH AVE,13591,FORMOSA WAY,HAMILTON AVE,Larimer,9,12,42003120700,2,12,5,3-17,40.4573508,-79.90902702
1299,1900913142,1906,Crosswalk - Continental,FIFTH AVE,11000,FRANKSTOWN AVE,TRANSIT WAY,Homewood West,9,12,42003120700,2,12,5,3-17,40.45862633,-79.90806545
1300,2060276494,1907,Crosswalk - Continental,WASHINGTON BLVD,11248,SHETLAND ST,FRANKSTOWN AVE,Homewood West,9,12,42003120700,2,12,5,3-17,40.4587447,-79.90797693
1301,725587556,1908,Crosswalk - Continental,LARIMER AVE,4745,MEADOW ST,CARVER ST,Larimer,9,12,42003120800,2,12,5,3-12,40.4652495,-79.91459662
1302,1345061826,1909,Crosswalk - Continental,LARIMER AVE,7810,STOEBNER WAY,MEADOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46531378,-79.91445715
1303,1755912912,191,Crosswalk - Two Lined,BAUM BLVD,11714,S AIKEN AVE,LIBERTY AVE,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45690224,-79.93865769
1304,2086232155,1910,Crosswalk - Continental,MEADOW ST,11797,LARIMER AVE,INDIANA WAY,Larimer,9,12,42003120800,2,12,5,3-12,40.46533011,-79.91456712
1305,2080367966,1911,Crosswalk - Continental,MEADOW ST,3385,BRADEN WAY,LARIMER AVE,Larimer,9,12,42003120800,2,12,5,3-12,40.46524236,-79.91448665
1306,201693355,1912,Crosswalk - Continental,MEADOW ST,4693,PAULSON AVE,ASHLEY ST,Larimer,9,12,42003120800,2,12,5,3-12,40.46337414,-79.91236771
1307,1639413248,1913,Crosswalk - Continental,MEADOW ST,14057,WINFIELD ST,PAULSON AVE,Larimer,9,12,42003120800,2,12,5,3-12,40.46328231,-79.91227518
1308,813923211,1914,Crosswalk - Continental,MEADOW ST,16932,TURRETT ST,XENIA ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46167449,-79.91046736
1309,1888552090,1915,Crosswalk - Two Lined,PAULSON AVE,2936,CARVER ST,POLK WAY,Larimer,9,12,42003120800,2,12,5,3-12,40.46280811,-79.91312945
1310,296610569,1916,Crosswalk - Two Lined,CARVER ST,15356,PAULSON AVE,ASHLEY ST,Larimer,9,12,42003120800,2,12,5,3-12,40.46289177,-79.91310666
1311,1141008233,1917,Crosswalk - Two Lined,CARVER ST,16679,LOWELL ST,PAULSON AVE,Larimer,9,12,42003120800,2,12,5,3-12,40.46280913,-79.9130168
1312,438605193,1918,Crosswalk - Two Lined,PAULSON AVE,14642,DODGE WAY,CARVER ST,Larimer,9,12,42003120800,2,12,5,3-12,40.46288565,-79.91301177
1313,253500420,1919,Crosswalk - Continental,PAULSON AVE,13000,MEADOW ST,DODGE WAY,Larimer,9,12,42003120800,2,12,5,3-12,40.46329481,-79.91239621
1314,202622265,192,Crosswalk - Two Lined,LIBERTY AVE,6680,CENTRE AVE,S AIKEN AVE,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45596649,-79.9386483
1315,2004710630,1920,Crosswalk - Continental,PAULSON AVE,17792,STOEBNER WAY,MEADOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.4633693,-79.91227283
1316,590162916,1921,Crosswalk - Continental,FRANKSTOWN AVE,8891,LOWELL ST,PAULSON AVE,Larimer,9,12,42003120800,2,12,5,3-10,40.46043882,-79.91383119
1317,456033188,1922,Crosswalk - Continental,FRANKSTOWN AVE,7531,PUTNAM ST,LINCOLN AVE,Larimer,9,12,42003120800,2,12,5,3-10,40.46028167,-79.9133913
1318,1937002992,1923,Crosswalk - Continental,FRANKSTOWN AVE,7531,PUTNAM ST,LINCOLN AVE,Larimer,9,12,42003120800,2,12,5,3-10,40.45998026,-79.9124557
1319,360546774,1924,Crosswalk - Continental,FRANKSTOWN AVE,18482,WASHINGTON BLVD,FINLEY ST,Larimer,9,12,42003120800,2,12,5,3-17,40.4587072,-79.9081382
1320,2108135636,1925,Crosswalk - Continental,FRANKSTOWN AVE,12411,LA SCHALL ST,WASHINGTON BLVD,Homewood West,9,12,42003120700,2,12,5,3-17,40.4586623,-79.90792765
1321,872854592,1926,Crosswalk - Two Lined,FRANKSTOWN AVE,13187,EASTVIEW ST,MCCOMBS ST,Homewood West,9,12,42003120700,2,12,5,3-17,40.45814087,-79.90383191
1322,1783199076,1927,Crosswalk - Two Lined,FRANKSTOWN AVE,8604,N LANG AVE,N MURTLAND ST,Homewood North,9,13,42003130100,2,13,5,3-17,40.45793474,-79.89862038
1323,364905229,1928,Crosswalk - Two Lined,FRANKSTOWN AVE,16370,N HOMEWOOD AVE,N LANG AVE,Homewood South,9,13,42003130300,2,13,5,3-17,40.45789092,-79.8984506
1324,494675071,1929,Crosswalk - Continental,FRANKSTOWN AVE,14756,STERRETT ST,N HOMEWOOD AVE,Homewood South,9,13,42003130300,2,13,5,3-17,40.45691794,-79.89422343
1325,1479473629,193,Crosswalk - Two Lined,CENTRE AVE,14035,LIBERTY AVE,CYPRESS ST,Shadyside,8,7,42003070900,2,7,4,3-1,40.45586751,-79.93868853
1326,2093604018,1930,Crosswalk - Continental,FRANKSTOWN AVE,11296,COLLIER ST,STERRETT ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45687814,-79.89406451
1327,29484342,1931,Crosswalk - Continental,FRANKSTOWN AVE,11296,COLLIER ST,STERRETT ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45640415,-79.89199318
1328,1286306327,1932,Crosswalk - Continental,FRANKSTOWN AVE,15385,N BRADDOCK AVE,COLLIER ST,Homewood South,9,13,42003130400,2,13,5,3-17,40.45635669,-79.89180073
1329,100497259,1933,Crosswalk - Two Lined,FRANKSTOWN AVE,3805,OAKWOOD ST,HALE ST,Homewood South,9,13,42003130400,2,13,5,3-17,40.45505816,-79.88602191
1330,269021477,1934,Crosswalk - Two Lined,FRANKSTOWN AVE,9667,TYSON ST,OAKWOOD ST,East Hills,9,13,42003130600,2,13,5,3-17,40.4551597,-79.88555329
1331,752535079,1935,Crosswalk - Continental,FRANKSTOWN AVE,7411,TOKAY ST,BLACKADORE ST,Homewood North,9,13,42003130100,2,13,5,3-17,40.4554592,-79.88325454
1332,870826948,1936,Crosswalk - Continental,FRANKSTOWN AVE,7411,TOKAY ST,BLACKADORE ST,East Hills,9,13,42003130100,2,13,5,3-17,40.45518779,-79.88170959
1333,1391432444,1937,Crosswalk - Continental,FRANKSTOWN AVE,20033,STANDARD AVE,EXLEY WAY,Homewood North,9,13,42003130100,2,13,5,3-17,40.45708123,-79.87774261
1334,1270683043,1938,Crosswalk - Continental,FRANKSTOWN AVE,11152,WILKINSBURG AVE,STANDARD AVE,East Hills,9,13,42003130600,2,13,5,3-17,40.45720368,-79.87758301
1335,1711496562,1939,Crosswalk - Two Lined,FRANKSTOWN AVE,2214,MADONNA ST,WILKINSBURG AVE,East Hills,9,13,42003130600,2,13,5,3-17,40.45817105,-79.87583421
1336,819566087,194,Crosswalk - Two Lined,CENTRE AVE,9551,S GRAHAM ST,LIBERTY AVE,Shadyside,8,7,42003070900,2,7,4,3-22,40.45594506,-79.93846054
1337,182173476,1940,Crosswalk - Continental,FRANKSTOWN AVE,18687,EYMARD ST,MADONNA ST,East Hills,9,,42003523100,2,,5,,40.45973133,-79.87398696
1338,695311581,1941,Crosswalk - Continental,FRANKSTOWN AVE,18687,EYMARD ST,MADONNA ST,East Hills,9,13,42003523100,2,13,5,3-17,40.45992725,-79.87375415
1339,690944092,1942,Crosswalk - Continental,FRANKSTOWN AVE,15940,EAST HILLS DR,EYMARD ST,East Hills,,13,42003523100,2,13,5,3-17,40.46118844,-79.87040218
1340,912693548,1943,Crosswalk - Continental,FRANKSTOWN AVE,3105,CITY LIMIT,EAST HILLS DR,East Hills,,13,42003523100,2,13,5,3-17,40.4611762,-79.87008621
1341,1321284677,1944,Crosswalk - Continental,EAST HILLS DR,11734,CITY LIMIT,FRANKSTOWN AVE,East Hills,9,13,42003130600,2,13,5,3-17,40.46112007,-79.87025385
1342,229876386,1945,Crosswalk - Two Lined,EAST HILLS DR,12123,WILNER DR,PARK HILL DR,East Hills,9,13,42003130600,2,13,5,3-19,40.45505572,-79.87120738
1343,988778463,1946,Crosswalk - Two Lined,EAST HILLS DR,12123,WILNER DR,PARK HILL DR,East Hills,9,13,42003130600,2,13,5,3-19,40.45258104,-79.87362404
1344,1994569680,1947,Crosswalk - Two Lined,WILNER DR,11639,EAST HILLS DR,BRACEY DR,East Hills,9,13,42003130600,2,13,5,3-19,40.45507357,-79.87110076
1345,214904302,1948,Crosswalk - Continental,LOWELL ST,8657,AUBURN ST,FRANKSTOWN AVE,Larimer,9,12,42003120800,2,12,5,3-10,40.46048744,-79.91365735
1346,833356661,1949,Crosswalk - Continental,LOWELL ST,3906,MEADOW ST,DODGE WAY,Larimer,9,12,42003120800,2,12,5,3-12,40.46218125,-79.9111401
1347,434389904,195,Crosswalk - Two Lined,S AIKEN AVE,529,CLAYBOURNE ST,CENTRE AVE,Shadyside,8,7,42003070900,2,7,4,3-22,40.45584709,-79.93852894
1348,914890485,1950,Crosswalk - Continental,LOWELL ST,18606,WINSLOW ST,MEADOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46225166,-79.91102477
1349,1404418129,1951,Crosswalk - Two Lined,LOWELL ST,313,SHETLAND ST,WINSLOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46288734,-79.91007795
1350,205976549,1952,Crosswalk - Two Lined,TURRETT ST,4202,LLEWELLYN PL,MEADOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46167516,-79.91037433
1351,1403348746,1953,Crosswalk - Two Lined,TURRETT ST,5962,WINSLOW ST,LLEWELLYN PL,Larimer,9,12,42003120400,2,12,5,3-12,40.46222921,-79.9095348
1352,1688131139,1954,Crosswalk - Two Lined,TURRETT ST,8237,SHETLAND ST,WINSLOW ST,Larimer,9,12,42003120400,2,12,5,3-12,40.46230472,-79.9094208
1353,1335143746,1955,Crosswalk - Two Lined,WINSLOW ST,8585,TURRETT ST,XENIA WAY,Larimer,9,12,42003120400,2,12,5,3-12,40.4623037,-79.90952273
1354,382660150,1956,Crosswalk - Continental,ENTERPRISE ST,11868,FRANKSTOWN AVE,TANGENT WAY,Larimer,9,12,42003120800,2,12,5,3-10,40.46036806,-79.91382768
1355,1192994089,1957,Crosswalk - Continental,LINCOLN AVE,17881,MAYFLOWER ST,FRANKSTOWN AVE,Larimer,9,12,42003120800,2,12,5,3-10,40.46041499,-79.91344681
1356,2059319657,1958,Crosswalk - Continental,LINCOLN AVE,8601,CARVER ST,MAYFLOWER ST,Larimer,9,12,42003120800,2,12,5,3-12,40.46065683,-79.91183077
1357,788020126,1959,Crosswalk - Continental,MAYFLOWER ST,4491,LINCOLN AVE,LOWELL ST,Larimer,9,12,42003120800,2,12,5,3-12,40.46069866,-79.91195952
1358,1593406761,196,Crosswalk - Two Lined,S GRAHAM ST,13542,BAUM BLVD,OLGA WAY,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45747266,-79.93702288
1359,437114594,1960,Crosswalk - Continental,LINCOLN AVE,11273,MEADOW ST,CARVER ST,Larimer,9,12,42003120800,2,12,5,3-12,40.4610313,-79.90985063
1360,769137640,1961,Crosswalk - Continental,LINCOLN AVE,9112,LLEWELLYN PL,MEADOW ST,Larimer,9,12,42003120800,2,12,5,3-12,40.46106753,-79.90972054
1361,1507685674,1966,Crosswalk - Two Lined,LINCOLN AVE,7017,DEARY ST,SAXON WAY,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.46415597,-79.90100629
1362,1959258612,1967,Crosswalk - Two Lined,LINCOLN AVE,1923,APPLE AVE,CHAUCER ST,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.46431514,-79.90041085
1363,705857109,1968,Crosswalk - Two Lined,LINCOLN AVE,1691,ARBOR ST,APPLE AVE,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-15,40.4647651,-79.89886589
1364,1533098718,1969,Crosswalk - Continental,LINCOLN AVE,18237,LEMINGTON AVE,LOIRE WAY,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-18,40.46872689,-79.89610456
1365,767335998,197,Crosswalk - Two Lined,BAUM BLVD,10693,S FAIRMOUNT ST,S GRAHAM ST,Friendship,7,8,42003080700,2,8,5,3-23,40.45744307,-79.93684451
1366,1133650791,1970,Crosswalk - Two Lined,LINCOLN AVE,16388,CHURCHLAND ST,LEMINGTON AVE,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46882271,-79.89597453
1367,1522464850,1971,Crosswalk - Two Lined,LINCOLN AVE,2324,WILTSIE ST,CHURCHLAND ST,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.47014291,-79.89375097
1368,1024621541,1972,Crosswalk - Two Lined,LINCOLN AVE,4309,JOSHUA ST,WILTSIE ST,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.47020106,-79.89361016
1369,556587998,1973,Crosswalk - Two Lined,LINCOLN AVE,11175,POKETA RD,CAMPANIA AVE,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.4723323,-79.89085553
1370,2049222239,1974,Crosswalk - Continental,HAMILTON AVE,7145,FIFTH AVE,TORRENS ST,Larimer,9,12,42003120800,2,12,5,3-17,40.45732546,-79.90916367
1371,1061833546,1975,Crosswalk - Continental,HAMILTON AVE,1867,LA SCHALL ST,FIFTH AVE,Homewood West,9,12,42003120700,2,12,5,3-17,40.4572377,-79.90897994
1372,1062108374,1976,Crosswalk - Two Lined,HAMILTON AVE,12383,N MURTLAND ST,N DALLAS AVE,Homewood West,9,12,42003120700,2,12,5,3-17,40.45572846,-79.90229185
1373,671795271,1977,Crosswalk - Two Lined,HAMILTON AVE,7247,NOVELTY ST,N MURTLAND ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45568866,-79.90212153
1374,656687240,1978,Crosswalk - Continental,HAMILTON AVE,13118,N LANG AVE,NOVELTY ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45513786,-79.89971189
1375,1706782844,1979,Crosswalk - Continental,HAMILTON AVE,3685,CLAWSON ST,N LANG AVE,Homewood South,9,13,42003130300,2,13,5,3-17,40.45509401,-79.8995482
1376,747213451,198,Crosswalk - Two Lined,S GRAHAM ST,8775,DAPPER WAY,BAUM BLVD,Friendship,7,8,42003080600,2,8,5,3-23,40.45734205,-79.9368995
1377,247444231,1980,Crosswalk - Continental,HAMILTON AVE,9209,ZENITH WAY,N HOMEWOOD AVE,Homewood South,9,13,42003130300,2,13,5,3-17,40.45462766,-79.89745876
1378,1270797210,1981,Crosswalk - Continental,HAMILTON AVE,2674,N HOMEWOOD AVE,NADIR WAY,Homewood South,9,13,42003130300,2,13,5,3-17,40.45466031,-79.89760226
1379,699681439,1982,Crosswalk - Two Lined,HAMILTON AVE,1139,COLLIER ST,N DUNFERMLINE ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45363269,-79.89304384
1380,1494259254,1983,Crosswalk - Two Lined,HAMILTON AVE,2329,N BRADDOCK AVE,COLLIER ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45320612,-79.89118104
1381,1852868033,1984,Crosswalk - Two Lined,HAMILTON AVE,9715,DURANGO WAY,N BRADDOCK AVE,Homewood South,9,13,42003130400,2,13,5,3-17,40.45316148,-79.89101006
1382,478742588,1985,Crosswalk - Two Lined,HAMILTON AVE,6102,BRUSHTON AVE,DURANGO WAY,Homewood South,9,13,42003130400,2,13,5,3-17,40.4527645,-79.88925053
1383,996055116,1986,Crosswalk - Two Lined,HAMILTON AVE,11635,NEUMAN WAY,BRUSHTON AVE,Homewood South,9,13,42003130400,2,13,5,3-17,40.45273491,-79.88910837
1384,2009770578,1987,Crosswalk - Two Lined,HAMILTON AVE,15110,OAKWOOD ST,MULFORD ST,Homewood South,9,13,42003130400,2,13,5,3-17,40.45175522,-79.88481952
1385,1702071085,1988,Crosswalk - Two Lined,KELLY ST,11274,OAKWOOD ST,MUTI WAY,Homewood South,9,13,42003130400,2,13,5,3-17,40.45291043,-79.88540156
1386,1787623188,1989,Crosswalk - Two Lined,KELLY ST,695,MUTI WAY,HALE ST,Homewood South,9,13,42003130400,2,13,5,3-17,40.45329108,-79.88709403
1387,1362880345,199,Crosswalk - Two Lined,BAUM BLVD,5917,S GRAHAM ST,VINTAGE WAY,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45738388,-79.93707786
1388,797112636,1990,Crosswalk - Continental,KELLY ST,6363,DURANGO WAY,N BRADDOCK AVE,Homewood South,9,13,42003130400,2,13,5,3-17,40.45410135,-79.89065735
1389,1831907317,1991,Crosswalk - Continental,KELLY ST,14776,N BRADDOCK AVE,COLLIER ST,Homewood South,9,13,42003130400,2,13,5,3-17,40.45414217,-79.89082901
1390,1728996790,1992,Crosswalk - Two Lined,KELLY ST,9501,ZENITH WAY,N HOMEWOOD AVE,Homewood South,9,13,42003130300,2,13,5,3-17,40.45553306,-79.89694713
1391,410963406,1993,Crosswalk - Two Lined,KELLY ST,19649,N HOMEWOOD AVE,NADIR WAY,Homewood South,9,13,42003130300,2,13,5,3-17,40.45556572,-79.89709196
1392,370609170,1994,Crosswalk - Continental,KELLY ST,4253,N MURTLAND ST,N DALLAS AVE,Homewood West,9,12,42003120700,2,12,5,3-17,40.45719129,-79.90429772
1393,641203860,1995,Crosswalk - Continental,KELLY ST,457,N DALLAS AVE,LA SCHALL ST,Homewood West,9,12,42003120700,2,12,5,3-17,40.45723415,-79.90446536
1394,1072962167,1996,Crosswalk - Two Lined,BENNETT ST,17788,N MURTLAND ST,N DALLAS ST,Homewood West,9,12,42003120700,2,12,5,3-17,40.45798927,-79.90388868
1395,724010882,1997,Crosswalk - Two Lined,BENNETT ST,17788,N MURTLAND ST,N DALLAS ST,Homewood West,9,12,42003120700,2,12,5,3-17,40.45757905,-79.90155516
1396,1869336577,1998,Crosswalk - Two Lined,BENNETT ST,13348,N LANG ST,N MURTLAND ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45754028,-79.90141166
1397,1423142178,1999,Crosswalk - Continental,BENNETT ST,13348,N LANG ST,N MURTLAND ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45699333,-79.89897354
1398,104775331,2,Crosswalk - Other,PENN AVE,15731,ELEVENTH ST,TENTH ST,Central Business District,6,2,42003020100,6,2,2,2-3,40.44488864,-79.99398079
1399,509852464,20,Crosswalk - Ladder,PENN AVE,17241,13TH ST,12TH ST,Strip District,7,2,42003020300,6,2,2,2-3,40.44650529,-79.9911913
1400,53832651,200,Crosswalk - Continental,BAUM BLVD,19907,ROUP AVE,DAPPER WAY,Friendship,7,8,42003080700,2,8,5,3-23,40.45809308,-79.93468399
1401,468321443,2000,Crosswalk - Continental,BENNETT ST,1953,BENNETT PL,N LANG ST,Homewood South,9,13,42003130300,2,13,5,3-17,40.45695965,-79.89882601
1402,425784689,2001,Crosswalk - Continental,BENNETT ST,1361,N HOMEWOOD AVE,NADIR WAY,Homewood South,9,13,42003130300,2,13,5,3-17,40.45648649,-79.89672987
